Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,,
AVXL,Anavex Life Sciences Corp.,2.48,$116.28M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl,,,
ANCN,Anchiano Therapeutics Ltd.,10.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ancn,,,
ANDAU,Andina Acquisition Corp. III,10.05,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andau,,,
ANGI,ANGI Homeservices Inc.,17.25,$8.65B,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,,,
ANGO,"AngioDynamics, Inc.",22.9,$850.44M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,,,
ANIP,"ANI Pharmaceuticals, Inc.",57.99,$687.62M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,,,
ANIK,Anika Therapeutics Inc.,39.14,$556.24M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,,,
ANIX,"Anixa Biosciences, Inc.",4.93,$95.11M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix,,,
ANSS,"ANSYS, Inc.",175.01,$14.62B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,,,
ATRS,"Antares Pharma, Inc.",3.16,$497.83M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,,,
APLS,"Apellis Pharmaceuticals, Inc.",14.37,$808.21M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,,,
APOG,"Apogee Enterprises, Inc.",35.49,$964.47M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,,,
APEN,"Apollo Endosurgery, Inc.",3.43,$75.09M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,,,
AINV,Apollo Investment Corporation,15.36,$1.06B,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv,,,
AMEH,"Apollo Medical Holdings, Inc.",19.77,$673.85M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,,,
APPF,"AppFolio, Inc.",65,$2.23B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,,,
APPN,Appian Corporation,37.38,$2.38B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,,,
AAPL,Apple Inc.,170.89,$805.79B,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,,,
ARCI,"Appliance Recycling Centers of America, Inc.",0.45,$3.81M,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,,,
APDN,Applied DNA Sciences Inc,0.585,$21.27M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,,,
APDNW,Applied DNA Sciences Inc,0.0196,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,,,
AGTC,Applied Genetic Technologies Corporation,3.24,$58.85M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,,,
AMAT,"Applied Materials, Inc.",40.69,$38.81B,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,,,
AAOI,"Applied Optoelectronics, Inc.",14.66,$290.25M,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,,,
AREX,Approach Resources Inc.,1.05,$99.23M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,,,
APVO,Aptevo Therapeutics Inc.,1.71,$39M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,,,
APTX,Aptinyx Inc.,5.49,$183.9M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,,,
APM,Aptorum Group Limited,14.98,$451.14M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm,,,
APTO,"Aptose Biosciences, Inc.",1.97,$74.42M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,,,
APYX,Apyx Medical Corporation,8.45,$280.57M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx,,,
AQMS,"Aqua Metals, Inc.",2.48,$109.9M,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,,,
AQB,"AquaBounty Technologies, Inc.",2.44,$36.84M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb,,,
AQST,"Aquestive Therapeutics, Inc.",6.03,$150.4M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,,,
AQXP,"Aquinox Pharmaceuticals, Inc.",2.52,$59.31M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,,,
PETX,"Aratana Therapeutics, Inc.",4.3,$209.08M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,,,
ARAV,"Aravive, Inc.",4.84,$54.12M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,,,
ABUS,Arbutus Biopharma Corporation,3.89,$215.81M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,,,
ARCW,"ARC Group Worldwide, Inc.",1,$23.35M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,,,
ABIO,"ARCA biopharma, Inc.",0.375,$5.22M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,,,
RKDA,"Arcadia Biosciences, Inc.",4.39,$20.96M,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,,,
ARCB,ArcBest Corporation,38.42,$983.06M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,,,
ACGL,Arch Capital Group Ltd.,30.83,$12.48B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,,,
ACGLO,Arch Capital Group Ltd.,23.15,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,,,
ACGLP,Arch Capital Group Ltd.,22.26,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,,,
FUV,"Arcimoto, Inc.",3.2,$48.1M,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,,,
ARCE,Arco Platform Limited,26.63,$1.34B,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,,,
ARCT,Arcturus Therapeutics Ltd.,5,$53.59M,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct,,,
ARDX,"Ardelyx, Inc.",2.54,$157.82M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,,,
ARNA,"Arena Pharmaceuticals, Inc.",48.89,$2.42B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,,,
ARCC,Ares Capital Corporation,17.07,$7.28B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc,,,
ARGX,argenx SE,113.03,$4.06B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,,,
ARDS,Aridis Pharmaceuticals Inc.,8.8974,$72.11M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,,,
ARKR,Ark Restaurants Corp.,18.45,$64.14M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,,,
ARTX,Arotech Corporation,3.25,$86.08M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,,,
ARQL,"ArQule, Inc.",3.39,$369.49M,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,,,
ARRY,Array BioPharma Inc.,21.37,$4.66B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,,,
ARRS,ARRIS International plc,31.59,$5.5B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,,,
DWCR,Arrow DWA Country Rotation ETF,26.47,$15.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr,,,
DWAT,Arrow DWA Tactical ETF,10.47,$5.24M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat,,,
AROW,Arrow Financial Corporation,34.82,$503.93M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,,,
ARWR,"Arrowhead Pharmaceuticals, Inc.",17.35,$1.63B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,,,
ASNS,"Arsanis, Inc.",2.63,$37.65M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,,,
ARTNA,Artesian Resources Corporation,36.96,$341.74M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,,,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",1.9497,$8.22M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,,,
ARVN,"Arvinas, Inc.",22.05,$713.34M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,,,
ARYA,ARYA Sciences Acquisition Corp.,9.8,$176.09M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya,,,
ARYAU,ARYA Sciences Acquisition Corp.,10.37,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,,,
ARYAW,ARYA Sciences Acquisition Corp.,1.6,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,,,
ASNA,"Ascena Retail Group, Inc.",2.36,$465.95M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,,,
ASND,Ascendis Pharma A/S,70.2,$2.95B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,,,
ASCMA,"Ascent Capital Group, Inc.",0.4825,$6.01M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,,,
APWC,Asia Pacific Wire & Cable Corporation Limited,2.3578,$32.58M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,,,
ASLN,ASLAN Pharmaceuticals Limited,3.4271,$109.84M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,,,
ASML,ASML Holding N.V.,182.79,$77.81B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,,,
ASPU,Aspen Group Inc.,4.62,$84.89M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,,,
AZPN,"Aspen Technology, Inc.",99.37,$6.92B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,,,
ASMB,"Assembly Biosciences, Inc.",23.5,$598.38M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,,,
ASRT,"Assertio Therapeutics, Inc.",4.31,$275.58M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,,,
ASFI,"Asta Funding, Inc.",4.1001,$27.41M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,,,
ASTE,"Astec Industries, Inc.",37.06,$844.88M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,,,
ATRO,Astronics Corporation,34.41,$1.11B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,,,
ALOT,"AstroNova, Inc.",20,$139.06M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,,,
ASTC,Astrotech Corporation,4.9,$20.07M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,,,
ASUR,Asure Software Inc,5.84,$89.63M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,,,
ASV,"ASV Holdings, Inc.",3.95,$38.85M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,,,
ATAI,ATA Inc.,1.08,$26.15M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,,,
ATRA,"Atara Biotherapeutics, Inc.",39.27,$1.79B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,,,
ATNX,"Athenex, Inc.",12.3,$822.79M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,,,
ATHX,"Athersys, Inc.",1.53,$216.87M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,,,
AAME,Atlantic American Corporation,2.58,$52.11M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,,,
ACBI,"Atlantic Capital Bancshares, Inc.",18.71,$473.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,,,
AY,Atlantica Yield plc,17.9,$1.79B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,,,
ATLC,Atlanticus Holdings Corporation,3.6379,$55.94M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,,,
AAWW,Atlas Air Worldwide Holdings,54.28,$1.39B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,,,
AFH,"Atlas Financial Holdings, Inc.",9.115,$108.81M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,,,
AFHBL,"Atlas Financial Holdings, Inc.",25.325,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,,,
TEAM,Atlassian Corporation Plc,106.12,$25.42B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,,,
ATNI,"ATN International, Inc.",73.55,$1.17B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,,,
ATOM,Atomera Incorporated,3.75,$56.38M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,,,
ATOS,Atossa Genetics Inc.,1.52,$8.58M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,,,
ATRC,"AtriCure, Inc.",32.02,$1.23B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,,,
ATRI,Atrion Corporation,793.3,$1.47B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,,,
ATIS,Attis Industries Inc.,0.303,$8.34M,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,,,
ATISW,Attis Industries Inc.,0.0962,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,,,
ATTU,Attunity Ltd.,20.75,$442.74M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu,,,
LIFE,"aTyr Pharma, Inc.",0.5001,$15.01M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,,,
AUBN,"Auburn National Bancorporation, Inc.",34.79,$126.77M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,,,
BOLD,"Audentes Therapeutics, Inc.",23.72,$1.01B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,,,
AUDC,AudioCodes Ltd.,14.07,$405.45M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,,,
AEYE,"AudioEye, Inc.",10,$75.48M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye,,,
AUPH,Aurinia Pharmaceuticals Inc,6.48,$554.04M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,,,
EARS,Auris Medical Holding AG,0.361,$14.31M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,,,
JG,Aurora Mobile Limited,9.42,$1.11B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg,,,
ADSK,"Autodesk, Inc.",159.54,$34.94B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,,,
AUTL,Autolus Therapeutics plc,28.9,$1.16B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,,,
ADP,"Automatic Data Processing, Inc.",149.5,$65.13B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,,,
AUTO,"AutoWeb, Inc.",3.47,$44.93M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,,,
AVDL,Avadel Pharmaceuticals plc,1.96,$72.54M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,,,
AVCO,Avalon GloboCare Corp.,4.52,$330.14M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco,,,
AVDR,"Avedro, Inc",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/avdr,,,
ATXI,"Avenue Therapeutics, Inc.",5.81,$61.98M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,,,
AVEO,"AVEO Pharmaceuticals, Inc.",0.6,$75.21M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,,,
AVNW,"Aviat Networks, Inc.",15.63,$84.79M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,,,
CDMO,"Avid Bioservices, Inc.",3.68,$206.33M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,,,
CDMOP,"Avid Bioservices, Inc.",25.5,$17.85M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,,,
AVID,"Avid Technology, Inc.",5,$209.26M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid,,,
AVGR,"Avinger, Inc.",0.3801,$8.92M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,,,
CAR,"Avis Budget Group, Inc.",27.61,$2.14B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,,,
AVT,"Avnet, Inc.",43.4,$4.71B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,,,
AVRO,"AVROBIO, Inc.",14.36,$344.01M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro,,,
AWRE,"Aware, Inc.",3.59,$77.35M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre,,,
ACLS,"Axcelis Technologies, Inc.",22.33,$727.04M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls,,,
AXGN,"AxoGen, Inc.",17.96,$694.56M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,,,
AAXN,"Axon Enterprise, Inc.",53.3,$3.13B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,,,
AXNX,"Axonics Modulation Technologies, Inc.",15.72,$437.1M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx,,,
AXON          ,Axovant Sciences Ltd.,1.29,$200.64M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon,,,
AXSM,"Axsome Therapeutics, Inc.",9.16,$299.48M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm,,,
AXTI,AXT Inc,4.18,$165.27M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,,,
AYTU,"Aytu BioScience, Inc.",1.04,$12.89M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,,,
AZRX,"AzurRx BioPharma, Inc.",1.81,$31.99M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx,,,
BCOM,B Communications Ltd.,4.6973,$175.09M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom,,,
RILY,"B. Riley Financial, Inc.",15.09,$400.7M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,,,
RILYG,"B. Riley Financial, Inc.",24.535,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg,,,
RILYH,"B. Riley Financial, Inc.",25.44,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh,,,
RILYI,"B. Riley Financial, Inc.",25.025,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi,,,
RILYL,"B. Riley Financial, Inc.",25.32,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl,,,
RILYZ,"B. Riley Financial, Inc.",24.6996,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz,,,
BOSC,B.O.S. Better Online Solutions,2.99,$10.63M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc,,,
BIDU,"Baidu, Inc.",170.25,$59.34B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,,,
BCPC,Balchem Corporation,83.97,$2.71B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,,,
BLDP,"Ballard Power Systems, Inc.",3.44,$797.71M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp,,,
BANF,BancFirst Corporation,55.42,$1.82B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,,,
BANFP,BancFirst Corporation,26.7499,$26.75M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp,,,
BCTF,"Bancorp 34, Inc.",15.12,$51.37M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf,,,
BAND,Bandwidth Inc.,47.47,$918.78M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band,,,
BFC,Bank First National Corporation,55.95,$367.39M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc,,,
BOCH,Bank of Commerce Holdings (CA),11.41,$186.37M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch,,,
BMRC,Bank of Marin Bancorp,42.48,$594.16M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc,,,
BMLP,Bank Of Montreal,45.5509,$45.55M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp,,,
BKSC,Bank of South Carolina Corp.,18.3977,$101.39M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc,,,
BOTJ,"Bank of the James Financial Group, Inc.",14.452,$63.28M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj,,,
OZK,Bank OZK,32.31,$4.16B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk,,,
BSVN,Bank7 Corp.,16.38,$166.87M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn,,,
BFIN,BankFinancial Corporation,15.2,$250.52M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin,,,
BFL,BankFlorida,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfl,,,
BWFG,"Bankwell Financial Group, Inc.",29.6,$232.13M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg,,,
BANR,Banner Corporation,59.12,$2.08B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr,,,
BZUN,Baozun Inc.,34.58,$1.97B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,,,
DFVL,Barclays PLC,60.34,$4.3M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl,,,
DFVS,Barclays PLC,32.8635,$3.81M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs,,,
DLBS,Barclays PLC,18.0286,$14.02M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs,,,
